state,cases,date
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
Micronesia,0,2020-10-26
Minnesota,72390,2020-10-26
Mississippi,80695,2020-10-26
Missouri,78062,2020-10-26
Montana,6785,2020-10-26
Nebraska,32727,2020-10-26
Nevada,66938,2020-10-26
New Hampshire,7159,2020-10-26
New Jersey,190306,2020-10-26
New Mexico,24732,2020-10-26
New York,432458,2020-10-26
North Carolina,158985,2020-10-26
North Dakota,10800,2020-10-26
Northern Marianas,54,2020-10-26
Ohio,117584,2020-10-26
Oklahoma,59715,2020-10-26
Oregon,25571,2020-10-26
Palau,0,2020-10-26
Pennsylvania,130536,2020-10-26
Puerto Rico,31383,2020-10-26
Rhode Island,21454,2020-10-26
South Carolina,114093,2020-10-26
South Dakota,11571,2020-10-26
Tennessee,147353,2020-10-26
Texas,592137,2020-10-26
Utah,50870,2020-10-26
Vermont,1577,2020-10-26
Virgin Islands,1052,2020-10-26
Virginia,116579,2020-10-26
Washington,72161,2020-10-26
West Virginia,9540,2020-10-26
Wisconsin,77092,2020-10-26
Wyoming,3684,2020-10-26
Alabama,119254,2020-10-26
Alaska,4895,2020-10-26
American Samoa,0,2020-10-26
Arizona,199459,2020-10-26
Arkansas,58023,2020-10-26
California,679099,2020-10-26
Colorado,55994,2020-10-26
Connecticut,52220,2020-10-26
Delaware,16976,2020-10-26
District of Columbia,13722,2020-10-26
Florida,602113,2020-10-26
Georgia,260590,2020-10-26
Guam,1232,2020-10-26
Hawaii,6738,2020-10-26
Idaho,30780,2020-10-26
Illinois,227044,2020-10-26
Indiana,89359,2020-10-26
Iowa,58215,2020-10-26
Kansas,39937,2020-10-26
Kentucky,45230,2020-10-26
Louisiana,145661,2020-10-26
Maine,4416,2020-10-26
Marshall Islands,0,2020-10-26
Maryland,106063,2020-10-26
Massachusetts,126503,2020-10-26
Michigan,109480,2020-10-26
